latitude,longitude,timestamp,unit,trip_number
41.0055,-74.30124,2023-12-10 22:15:22+00:00,2000,6
41.00571,-74.30122,2023-12-10 22:15:24+00:00,2000,6
41.00593,-74.30121,2023-12-10 22:15:25+00:00,2000,6
41.00616,-74.30121,2023-12-10 22:15:27+00:00,2000,6
41.00638,-74.30121,2023-12-10 22:15:28+00:00,2000,6
41.00946,-74.30128,2023-12-10 22:15:49+00:00,2000,6
41.00979,-74.30129,2023-12-10 22:15:51+00:00,2000,6
41.01012,-74.30129,2023-12-10 22:15:53+00:00,2000,6
41.01098,-74.30132,2023-12-10 22:15:59+00:00,2000,6
41.0112,-74.30132,2023-12-10 22:16:00+00:00,2000,6
41.01143,-74.30132,2023-12-10 22:16:02+00:00,2000,6
41.01164,-74.30131,2023-12-10 22:16:03+00:00,2000,6
41.01188,-74.30129,2023-12-10 22:16:05+00:00,2000,6
41.01209,-74.30126,2023-12-10 22:16:06+00:00,2000,6
41.0123,-74.30123,2023-12-10 22:16:08+00:00,2000,6
41.01252,-74.30118,2023-12-10 22:16:09+00:00,2000,6
41.01274,-74.30112,2023-12-10 22:16:11+00:00,2000,6
41.01295,-74.30105,2023-12-10 22:16:12+00:00,2000,6
41.01316,-74.30098,2023-12-10 22:16:14+00:00,2000,6
41.01337,-74.30089,2023-12-10 22:16:15+00:00,2000,6
41.01358,-74.30079,2023-12-10 22:16:17+00:00,2000,6
41.01378,-74.30069,2023-12-10 22:16:18+00:00,2000,6
41.01398,-74.30058,2023-12-10 22:16:20+00:00,2000,6
41.01419,-74.30045,2023-12-10 22:16:21+00:00,2000,6
41.01438,-74.30032,2023-12-10 22:16:23+00:00,2000,6
41.01458,-74.30018,2023-12-10 22:16:24+00:00,2000,6
41.01476,-74.30004,2023-12-10 22:16:25+00:00,2000,6
41.01494,-74.29989,2023-12-10 22:16:27+00:00,2000,6
41.01512,-74.29972,2023-12-10 22:16:28+00:00,2000,6
41.0153,-74.29954,2023-12-10 22:16:30+00:00,2000,6
41.01547,-74.29936,2023-12-10 22:16:31+00:00,2000,6
41.01564,-74.29917,2023-12-10 22:16:33+00:00,2000,6
41.0158,-74.29898,2023-12-10 22:16:34+00:00,2000,6
41.01596,-74.29877,2023-12-10 22:16:36+00:00,2000,6
41.01612,-74.29856,2023-12-10 22:16:37+00:00,2000,6
41.01627,-74.29833,2023-12-10 22:16:39+00:00,2000,6
41.01641,-74.2981,2023-12-10 22:16:40+00:00,2000,6
41.01655,-74.29787,2023-12-10 22:16:42+00:00,2000,6
41.01668,-74.29763,2023-12-10 22:16:43+00:00,2000,6
